PRD_SRL_NO,PRD_CD,from_eq,from_process,from_name,to_eq,to_process,to_name,from_end_time,to_start_time,waiting_sec,negative_wait_flag
PRD2000-260428004-0001,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-28 16:11:52.328,2026-04-28 16:12:14.770,22.442,False
PRD2000-260428004-0001,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-04-28 16:14:01.822,2026-04-28 16:14:29.430,27.608,False
PRD2000-260428004-0001,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-04-28 16:16:47.164,2026-04-28 16:17:15.339,28.175,False
PRD2000-260428004-0001,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-04-28 16:21:09.850,2026-04-28 16:21:46.406,36.556,False
PRD2000-260428004-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-04-28 16:22:50.147,2026-04-28 16:23:17.170,27.023,False
PRD3001-260211032-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-11 15:37:22.964,2026-02-11 15:37:59.500,36.536,False
PRD3001-260211032-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-11 15:39:09.299,2026-02-11 15:39:21.130,11.831,False
PRD3001-260212011-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-12 14:47:44.607,2026-02-12 14:48:30.778,46.171,False
PRD3001-260212011-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-12 14:49:37.973,2026-02-12 14:49:49.872,11.899000000000001,False
PRD3001-260212011-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-12 14:50:06.470,2026-02-12 14:50:27.620,21.15,False
PRD3001-260212011-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-12 14:50:29.751,2026-02-12 14:51:45.555,75.804,False
PRD3001-260212011-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-12 14:55:36.318,2026-02-12 15:00:16.792,280.474,False
PRD3001-260212011-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-12 15:03:14.927,2026-02-12 15:04:25.828,70.901,False
PRD3001-260212011-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-12 15:09:51.118,2026-02-12 15:10:45.417,54.299,False
PRD3001-260212011-0001,PRD3001,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-02-12 15:11:44.983,2026-02-12 17:18:57.497,7632.514,False
PRD3001-260212012-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-12 15:02:52.782,2026-02-12 15:03:29.280,36.498,False
PRD3001-260212013-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-12 15:08:52.174,2026-02-12 15:09:34.079,41.905,False
PRD3001-260212013-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-12 15:10:42.015,2026-02-12 15:10:54.033,12.018,False
PRD3001-260212013-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-12 15:12:46.565,2026-02-12 15:13:10.451,23.886,False
PRD3001-260212013-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-12 15:13:12.576,2026-02-12 15:14:33.710,81.134,False
PRD3001-260212013-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-12 15:17:36.395,2026-02-12 15:21:49.927,253.532,False
PRD3001-260212013-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-12 15:24:50.754,2026-02-12 15:26:00.376,69.622,False
PRD3001-260212013-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-12 15:31:05.082,2026-02-12 15:31:57.278,52.196,False
PRD3001-260212013-0001,PRD3001,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-02-12 15:32:56.699,2026-02-12 17:45:34.610,7957.911,False
PRD3001-260212019-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-12 17:11:24.070,2026-02-12 17:11:58.079,34.009,False
PRD3001-260212019-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-12 17:13:05.851,2026-02-12 17:13:18.098,12.247,False
PRD3001-260212019-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-12 17:14:47.100,2026-02-12 17:15:09.121,22.021,False
PRD3001-260212019-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-12 17:15:11.377,2026-02-12 17:16:34.384,83.007,False
PRD3001-260212019-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-12 17:19:37.457,2026-02-12 17:25:04.794,327.337,False
PRD3001-260212019-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-12 17:28:36.921,2026-02-12 17:29:44.041,67.12,False
PRD3001-260212019-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-12 17:35:23.363,2026-02-12 17:36:14.665,51.302,False
PRD3001-260213003-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-13 10:26:34.823,2026-02-13 10:27:10.025,35.202,False
PRD3001-260213003-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-13 10:28:18.304,2026-02-13 10:28:30.268,11.964,False
PRD3001-260213003-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-13 10:29:32.389,2026-02-13 10:29:55.719,23.33,False
PRD3001-260213003-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-13 10:29:57.955,2026-02-13 10:31:59.162,121.207,False
PRD3001-260213003-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-13 10:36:00.718,2026-02-13 10:42:08.935,368.217,False
PRD3001-260213003-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-13 10:44:49.291,2026-02-13 10:46:00.450,71.159,False
PRD3001-260213003-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-13 10:51:16.016,2026-02-13 10:52:09.280,53.264,False
PRD3001-260225001-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 09:46:51.680,2026-02-25 09:49:57.671,185.991,False
PRD3001-260225001-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 09:51:15.869,2026-02-25 09:51:28.742,12.873,False
PRD3001-260225001-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 09:51:47.172,2026-02-25 09:52:09.443,22.271,False
PRD3001-260225001-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-25 09:52:12.214,2026-02-25 09:53:32.998,80.784,False
PRD3001-260225001-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-25 09:56:46.975,2026-02-25 10:01:20.379,273.404,False
PRD3001-260225001-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-25 10:04:30.498,2026-02-25 10:05:39.402,68.904,False
PRD3001-260225001-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-25 10:12:38.688,2026-02-25 10:13:29.074,50.386,False
PRD3001-260225001-0001,PRD3001,EQ05,A3,A3 완제품 및 NG 배출부,EQ15,C2_FINISHED_STORAGE,C2 완제품 창고,2026-02-25 10:14:28.601,2026-02-25 11:11:34.376,3425.775,False
PRD3001-260225002-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 10:00:06.893,2026-02-25 10:01:00.470,53.577,False
PRD3001-260225002-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 10:02:19.353,2026-02-25 10:02:32.359,13.006,False
PRD3001-260225002-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 10:02:49.097,2026-02-25 10:03:10.937,21.84,False
PRD3001-260225002-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-25 10:03:13.170,2026-02-25 10:04:30.179,77.009,False
PRD3001-260225002-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-25 10:08:38.993,2026-02-25 10:19:02.440,623.447,False
PRD3001-260225002-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-25 10:21:43.856,2026-02-25 10:22:47.799,63.943,False
PRD3001-260225002-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-25 10:30:16.659,2026-02-25 10:31:06.287,49.628,False
PRD3001-260225004-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 10:03:57.791,2026-02-25 10:06:46.576,168.785,False
PRD3001-260225004-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 10:08:05.535,2026-02-25 10:08:19.165,13.63,False
PRD3001-260225004-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 10:09:42.627,2026-02-25 10:10:04.881,22.254,False
PRD3001-260225004-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-25 10:10:07.123,2026-02-25 10:11:25.019,77.896,False
PRD3001-260225004-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-25 10:15:02.892,2026-02-25 10:20:38.578,335.686,False
PRD3001-260225004-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-25 10:22:19.784,2026-02-25 10:35:52.200,812.416,False
PRD3001-260225004-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-25 10:44:02.732,2026-02-25 10:44:51.339,48.607,False
PRD3001-260225004-0001,PRD3001,EQ05,A3,A3 완제품 및 NG 배출부,EQ15,C2_FINISHED_STORAGE,C2 완제품 창고,2026-02-25 10:45:53.455,2026-02-25 20:49:08.768,36195.313,False
PRD3001-260225007-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 10:36:21.609,2026-02-25 10:38:08.962,107.353,False
PRD3001-260225007-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 10:39:26.958,2026-02-25 10:39:40.589,13.631,False
PRD3001-260225007-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 10:44:36.414,2026-02-25 10:44:58.685,22.271,False
PRD3001-260225007-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-25 10:45:00.822,2026-02-25 10:46:37.002,96.18,False
PRD3001-260225007-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-25 10:50:22.849,2026-02-25 10:58:11.773,468.924,False
PRD3001-260225007-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-25 11:00:52.188,2026-02-25 11:01:56.070,63.882,False
PRD3001-260225007-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-25 11:08:06.654,2026-02-25 11:09:59.306,112.652,False
PRD3001-260225007-0001,PRD3001,EQ05,A3,A3 완제품 및 NG 배출부,EQ15,C2_FINISHED_STORAGE,C2 완제품 창고,2026-02-25 11:10:58.780,2026-02-25 11:21:13.199,614.419,False
PRD3001-260225017-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 22:26:00.285,2026-02-25 22:28:59.753,179.468,False
PRD3001-260225017-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 22:30:16.248,2026-02-25 22:30:29.578,13.33,False
PRD3001-260225017-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 22:31:00.260,2026-02-25 22:31:21.911,21.651,False
PRD3001-260225017-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-25 22:31:24.045,2026-02-25 23:01:11.949,1787.904,False
PRD3001-260225017-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-25 23:05:59.705,2026-02-25 23:11:27.525,327.82,False
PRD3001-260225017-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-25 23:16:15.395,2026-02-25 23:17:20.374,64.979,False
PRD3001-260225017-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-25 23:37:49.253,2026-02-25 23:38:39.831,50.578,False
PRD3001-260226004-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-26 14:14:18.485,2026-02-26 14:17:12.544,174.059,False
PRD3001-260226004-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-26 14:20:13.821,2026-02-26 14:20:26.716,12.895,False
PRD3001-260226004-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-26 14:20:55.902,2026-02-26 14:21:18.932,23.03,False
PRD3001-260226004-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-02-26 14:21:21.166,2026-02-26 14:23:17.373,116.207,False
PRD3001-260226004-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-26 14:27:58.818,2026-02-26 14:35:25.214,446.396,False
PRD3001-260226004-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-02-26 14:39:51.353,2026-02-26 14:40:55.323,63.97,False
PRD3001-260226004-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-26 14:47:00.901,2026-02-26 14:47:54.698,53.797,False
PRD3001-260304004-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-04 14:24:33.296,2026-03-04 14:27:39.359,186.063,False
PRD3001-260304004-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-04 14:30:34.017,2026-03-04 14:30:57.117,23.1,False
PRD3001-260304004-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-03-04 14:30:59.246,2026-03-04 14:32:21.204,81.958,False
PRD3001-260304004-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-04 14:37:05.939,2026-03-04 14:43:18.449,372.51,False
PRD3001-260304004-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-03-04 14:45:59.413,2026-03-04 14:47:14.605,75.192,False
PRD3001-260304004-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-04 14:52:47.913,2026-03-04 14:53:38.859,50.946,False
PRD3001-260304011-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-04 15:59:59.679,2026-03-04 16:01:04.795,65.116,False
PRD3001-260304011-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-04 16:02:24.408,2026-03-04 16:02:37.705,13.297,False
PRD3001-260304011-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-04 16:04:19.719,2026-03-04 16:04:41.896,22.177,False
PRD3001-260304011-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-03-04 16:04:45.628,2026-03-04 16:06:23.833,98.205,False
PRD3001-260304011-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-04 16:10:16.660,2026-03-04 16:20:46.023,629.363,False
PRD3001-260304011-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-03-04 16:22:27.147,2026-03-04 16:23:47.730,80.583,False
PRD3001-260304011-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-04 16:28:41.522,2026-03-04 16:29:45.955,64.433,False
PRD3001-260305002-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-05 14:02:04.453,2026-03-05 14:03:07.408,62.955,False
PRD3001-260305002-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-05 14:04:24.032,2026-03-05 15:23:25.274,4741.242,False
PRD3001-260305002-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-05 15:24:03.203,2026-03-05 15:24:25.357,22.154,False
PRD3001-260305002-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-03-05 15:24:27.603,2026-03-05 15:25:51.848,84.245,False
PRD3001-260305002-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-05 15:29:17.017,2026-03-05 15:34:00.660,283.643,False
PRD3001-260305002-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-03-05 15:36:54.835,2026-03-05 15:38:02.850,68.015,False
PRD3001-260305002-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-05 15:43:02.958,2026-03-05 15:43:57.505,54.547,False
PRD3001-260305002-0001,PRD3001,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-03-05 15:44:54.897,2026-03-05 22:15:54.330,23459.433,False
PRD3001-260305002-0001,PRD3001,EQ14,AMR_LD250,AMR_LD250,EQ15,C2_FINISHED_STORAGE,C2 완제품 창고,2026-03-05 22:18:10.327,2026-03-05 22:18:51.328,41.001,False
PRD3001-260305006-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-05 19:21:36.131,2026-03-05 19:24:12.539,156.408,False
PRD3001-260305006-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-05 19:25:34.797,2026-03-05 19:25:58.042,23.245,False
PRD3001-260305006-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-03-05 19:26:00.169,2026-03-05 19:27:23.376,83.207,False
PRD3001-260305006-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-05 19:30:38.897,2026-03-05 19:34:47.711,248.814,False
PRD3001-260305006-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-03-05 19:37:44.907,2026-03-05 19:38:52.367,67.46,False
PRD3001-260305006-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-05 19:43:53.615,2026-03-05 19:44:48.240,54.625,False
PRD3001-260306003-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-06 11:05:04.962,2026-03-06 11:07:42.107,157.145,False
PRD3001-260306003-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-06 11:08:16.413,2026-03-06 11:08:39.228,22.815,False
PRD3001-260306003-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-03-06 11:08:47.439,2026-03-06 11:10:05.887,78.448,False
PRD3001-260306003-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-06 11:13:46.277,2026-03-06 11:18:13.938,267.661,False
PRD3001-260306003-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-03-06 11:21:07.598,2026-03-06 11:22:17.082,69.484,False
PRD3001-260306003-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-06 11:29:14.088,2026-03-06 11:30:06.304,52.216,False
PRD3001-260306003-0001,PRD3001,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-03-06 11:31:03.947,2026-03-06 17:48:03.748,22619.801,False
PRD3001-260306003-0001,PRD3001,EQ14,AMR_LD250,AMR_LD250,EQ15,C2_FINISHED_STORAGE,C2 완제품 창고,2026-03-06 17:50:20.776,2026-03-06 17:51:02.264,41.488,False
PRD3001-260311003-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-11 09:26:23.636,2026-03-11 09:28:07.684,104.048,False
PRD3001-260311003-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-11 09:29:45.689,2026-03-11 09:30:08.171,22.482,False
PRD3001-260311003-0001,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-03-11 09:30:10.404,2026-03-11 09:31:27.785,77.381,False
PRD3001-260311003-0001,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-11 09:35:29.015,2026-03-11 09:42:11.050,402.035,False
PRD3001-260311003-0001,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-03-11 09:46:49.018,2026-03-11 09:48:03.892,74.874,False
PRD3001-260311003-0001,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-11 09:55:45.375,2026-03-11 09:56:35.860,50.485,False
PRD3001-260311003-0001,PRD3001,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-03-11 09:57:32.413,2026-03-11 10:44:29.802,2817.389,False
PRD3001-260311003-0002,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-11 09:27:03.980,2026-03-11 09:32:08.014,304.034,False
PRD3001-260311003-0002,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-11 09:36:30.422,2026-03-11 09:36:52.015,21.593,False
PRD3001-260311003-0002,PRD3001,EQ04,A2,A2 수입 검사,EQ10,A7,A7 동리벳_인서트압입,2026-03-11 09:36:54.247,2026-03-11 09:38:12.977,78.73,False
PRD3001-260311003-0002,PRD3001,EQ10,A7,A7 동리벳_인서트압입,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-11 09:45:10.377,2026-03-11 09:51:53.403,403.026,False
PRD3001-260311003-0002,PRD3001,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ13,A9_1,A9-1 코어검사_볼트체결,2026-03-11 10:02:10.037,2026-03-11 10:03:24.082,74.045,False
PRD3001-260311003-0002,PRD3001,EQ13,A9_1,A9-1 코어검사_볼트체결,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-11 10:08:26.079,2026-03-11 10:09:19.009,52.93,False
PRD3001-260311003-0002,PRD3001,EQ05,A3,A3 완제품 및 NG 배출부,EQ15,C2_FINISHED_STORAGE,C2 완제품 창고,2026-03-11 10:10:18.133,2026-03-11 15:00:17.101,17398.968,False
PRD3001-260311006-0001,PRD3001,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-11 09:57:29.439,2026-03-11 09:57:37.872,8.433,False
PRD3001-260311006-0001,PRD3001,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-11 09:59:06.430,2026-03-11 09:59:12.933,6.503,False
PRD3001-260311006-0001,PRD3001,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-11 10:05:14.868,2026-03-11 10:05:37.884,23.016,False
